Key,Context,Variables,en,es,fr,pt,de,af,zu,st
"settings.preferences.title","Settings","","Preferences","","","","","","",""
"settings.preferences.autoTheme","Settings","","Auto Theme","","","","","","",""
"settings.preferences.autoThemeDesc","Settings","","Match system theme","","","","","","",""
"settings.about","Settings","","About","","","","","","",""
"settings.support","Settings","","Support","","","","","","",""
"settings.termsOfService","Settings","","Terms of Service","","","","","","",""
"settings.privacyPolicy","Settings","","Privacy Policy","","","","","","",""
"settings.dashboard.title","Settings","","Dashboard Layout","","","","","","",""
"settings.dashboard.classic","Settings","","Classic","","","","","","",""
"settings.dashboard.classicDesc","Settings","","Classic dashboard layout","","","","","","",""
"settings.dashboard.enhanced","Settings","","Enhanced","","","","","","",""
"settings.dashboard.enhancedDesc","Settings","","Modern enhanced dashboard","","","","","","",""
"settings.dashboard.current","Settings","","Current Layout","","","","","","",""
"settings.dashboard.available","Settings","","Available Layouts","","","","","","",""
"settings.regionalSettings","Settings","","Regional Settings","","","","","","",""
"settings.whatsappIntegration","Settings","","WhatsApp Integration","","","","","","",""
"settings.whatsappNotConfigured","Settings","","Not configured","","","","","","",""
"settings.active","Settings","","Active","","","","","","",""
"settings.activeFeatures","Settings","","Active Features","","","","","","",""
"settings.editFullSettings","Settings","","Edit Full Settings","","","","","","",""
"settings.configureAllSchoolSettings","Settings","","Configure all school settings","","","","","","",""
"settings.loadingSchoolSettings","Settings","","Loading school settings...","","","","","","",""
"settings.failedToLoadSettings","Settings","","Failed to load settings","","","","","","",""
"settings.feature.activityFeed","Settings","","Activity Feed","","","","","","",""
"settings.feature.financials","Settings","","Financial Reports","","","","","","",""
"settings.feature.pettyCash","Settings","","Petty Cash","","","","","","",""
"settings.noFeaturesEnabled","Settings","","No features enabled","","","","","","",""
"settings.feedback.vibration_title","Settings","","Vibration on actions","","","","","","",""
"settings.feedback.vibration_subtitle","Settings","","Use vibration feedback on important actions","","","","","","",""
"settings.feedback.sound_title","Settings","","Sound alerts","","","","","","",""
"settings.feedback.sound_subtitle","Settings","","Play a short sound on success or important alerts","","","","","","",""
"settings.feedback.advanced_sound_title","Settings","","Advanced Sound Settings","","","","","","",""
"settings.feedback.advanced_sound_subtitle","Settings","","Configure sounds for different alert types","","","","","","",""
"settings.feedback.test_title","Settings","","Test vibration & sound","","","","","","",""
"settings.feedback.test_subtitle","Settings","","Quickly test your feedback preferences","","","","","","",""
"settings.billing.title","Settings","","Billing & subscriptions","","","","","","",""
"settings.billing.manage_subscription","Settings","","Manage subscription","","","","","","",""
"settings.billing.manage_subscription_subtitle","Settings","","Open billing management (RevenueCat)","","","","","","",""
"settings.about_app.title","Settings","","About EduDash Pro","","","","","","",""
"settings.about_app.subtitle","Settings","","Version and app information","","","","","","",""
"settings.help_support.title","Settings","","Help & Support","","","","","","",""
"settings.help_support.subtitle","Settings","","Get help and contact support","","","","","","",""
"settings.account_settings.title","Settings","","Account Settings","","","","","","",""
"settings.account_settings.subtitle","Settings","","Manage your profile and account","","","","","","",""
"settings.updates.title","Settings","","Updates","","","","","","",""
"settings.updates.check_for_updates","Settings","","Check for updates","","","","","","",""
"settings.updates.downloading","Settings","","Downloading update…","","","","","","",""
"settings.updates.ready_to_install","Settings","","Update ready to install","","","","","","",""
"settings.updates.check_failed","Settings","","Check failed - tap to retry","","","","","","",""
"settings.updates.current_version","Settings","version","Current version: {{version}}","","","","","","",""
"settings.updates.update_downloaded_message","Settings","","Update downloaded! Use the banner at the top to restart.","","","","","","",""
"settings.updates.no_updates_message","Settings","","You are up to date. No updates available.","","","","","","",""
"settings.updates.check_failed_message","Settings","","Failed to check for updates. Please try again.","","","","","","",""
"settings.loading.settings","Settings","","Loading settings...","","","","","","",""
"settings.biometric_alerts.setup_required_title","Settings","","Biometric Setup Required","","","","","","",""
"settings.biometric_alerts.setup_required_message","Settings","","Please set up fingerprint or face recognition in your device settings first.","","","","","","",""
"settings.biometric_alerts.user_not_found","Settings","","User not found","","","","","","",""
"settings.biometric_alerts.disabled_title","Settings","","Biometric Login Disabled","","","","","","",""
"settings.biometric_alerts.disabled_message","Settings","","You will need to use your password to sign in.","","","","","","",""
"settings.biometric_alerts.enabled_title","Settings","","Biometric Login Enabled","","","","","","",""
"settings.biometric_alerts.enabled_message","Settings","","You can now use biometric authentication to sign in quickly.","","","","","","",""
"settings.biometric_alerts.update_failed","Settings","","Failed to update biometric settings.","","","","","","",""
"settings.privacy_alert.title","Settings","","Privacy & Security","","","","","","",""
"settings.privacy_alert.message","Settings","","Your data is encrypted and stored securely. Biometric data never leaves your device.","","","","","","",""
"settings.biometric_info.data_local","Settings","","Your biometric data is processed locally on your device and never transmitted or stored on our servers.","","","","","","",""
"settings.biometric_info.fingerprint_secure","Settings","","Your fingerprint data remains secure on your device.","","","","","","",""
"settings.biometric_info.face_secure","Settings","","Your facial recognition data remains secure on your device.","","","","","","",""
"settings.biometric_info.available_methods","Settings","methods","Available methods: {{methods}}.","","","","","","",""
"settings.biometric_info.backup_available","Settings","","Device passcode is available as a backup method.","","","","","","",""
"settings.biometric_info.last_authenticated","Settings","date","Last authenticated: {{date}}.","","","","","","",""
"settings.biometric_info.last_used","Settings","date","Last used: {{date}}","","","","","","",""
"settings.about_alert.title","Settings","","EduDash Pro","","","","","","",""
"settings.about_alert.message","Settings","version","Version {{version}}
Built with ❤️ for educators and parents

What's New:
• Video/Voice calling with PiP support
• Call recording & screen sharing
• Improved messaging & notifications
• Enhanced performance & stability","","","","","","",""
"settings.help_alert.title","Settings","","Help & Support","","","","","","",""
"settings.help_alert.message","Settings","","For support, please contact us at support@edudashpro.com","","","","","","",""
"settings.feedback_test_alert.title","Settings","","Feedback","","","","","","",""
"settings.feedback_test_alert.message","Settings","","Haptics and sound feedback are temporarily disabled.","","","","","","",""
"settings.requestDataDeletion","Settings","","Request Data Deletion","","","","","","",""
"settings.requestDataDeletionSubtitle","Settings","","GDPR/POPIA compliant data removal","","","","","","",""
"settings.app_preferences.title","Settings","","App Preferences","","","","","","",""
"settings.app_preferences.dash_fab_title","Settings","","Show Dash AI Button","","","","","","",""
"settings.app_preferences.dash_fab_subtitle","Settings","","Floating button to chat with Dash AI","","","","","","",""
"settings.app_preferences.replay_tutorial_title","Settings","","Replay App Tutorial","","","","","","",""
"settings.app_preferences.replay_tutorial_completed","Settings","","View the app introduction again","","","","","","",""
"settings.parent.loading","Settings","","Loading...","","","","","","",""
"settings.parent.saved_success","Settings","","Settings saved successfully!","","","","","","",""
"settings.parent.title","Settings","","Settings","","","","","","",""
"settings.parent.subtitle","Settings","","Manage your account preferences","","","","","","",""
"settings.parent.errors.image_too_large","Settings","","Image must be less than 2MB","","","","","","",""
"settings.parent.errors.image_invalid","Settings","","Please upload an image file","","","","","","",""
"settings.parent.errors.avatar_upload_failed","Settings","","Failed to upload avatar","","","","","","",""
"settings.parent.errors.save_failed","Settings","","Failed to save changes","","","","","","",""
